"scenario_id","attempt_id","execution_order","seed","model_class","family","copula","changed_factor","n_subjects","n_visits","smooth_k","n_observations","attempted","warmup","fit_returned","converged","retained","elapsed_sec","fit_elapsed_sec","simulation_elapsed_sec","setup_elapsed_sec","total_elapsed_sec","timing_scope","exclusion_reason","failure_reason","warning_count","warning_messages","error_message","checkpoint_schema_version","design_fingerprint","configuration_fingerprint","code_fingerprint","package_fingerprint","timing_environment_fingerprint","seed_scheme_version","base_seed","checkpoint_fingerprint","timing_git_sha","timing_git_dirty","timing_r_version","timing_platform","timing_os","timing_cpu_model","timing_execution_context","timing_dependency_versions"
"continuous-subjects",7,58,80003168,"continuous","NO","N","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,0.669999999999959,0.669999999999959,0.410000000000025,0,1.07999999999998,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-visits",7,59,1820584627,"discrete","NBI","C","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,3.38999999999999,3.38999999999999,0.489999999999952,0,3.87999999999994,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-subjects",7,60,260439830,"discrete","NBI","C","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,4.14999999999998,4.14999999999998,0.54000000000002,0,4.69,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-base",7,61,699611068,"discrete","NBI","C","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,2.25,2.25,0.29000000000002,0,2.54000000000002,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-visits",7,62,48127381,"continuous","NO","N","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,0.560000000000002,0.560000000000002,0.379999999999995,0,0.939999999999998,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-smooth_basis",7,63,494124662,"continuous","NO","N","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.409999999999968,0.409999999999968,0.160000000000025,0,0.569999999999993,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-base",7,64,52922620,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.410000000000025,0.410000000000025,0.170000000000016,0,0.580000000000041,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-smooth_basis",8,65,468505959,"discrete","NBI","C","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.88999999999999,1.88999999999999,0.220000000000027,0,2.11000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-subjects",8,66,374503089,"continuous","NO","N","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,0.920000000000016,0.920000000000016,0.439999999999998,0,1.36000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-visits",8,67,2115084548,"discrete","NBI","C","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,3.5,3.5,0.54000000000002,0,4.04000000000002,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-subjects",8,68,554939751,"discrete","NBI","C","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,3.94999999999999,3.94999999999999,0.560000000000002,0,4.50999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-base",8,69,994110989,"discrete","NBI","C","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.43000000000001,1.43000000000001,0.230000000000018,0,1.66000000000003,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-visits",8,70,342627302,"continuous","NO","N","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,0.71999999999997,0.71999999999997,0.420000000000016,0,1.13999999999999,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-smooth_basis",8,71,788624583,"continuous","NO","N","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.420000000000016,0.420000000000016,0.210000000000036,0,0.630000000000052,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-base",8,72,347422541,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.360000000000014,0.360000000000014,0.139999999999986,0,0.5,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-visits",9,73,262100823,"discrete","NBI","C","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,3.46999999999997,3.46999999999997,0.550000000000011,0,4.01999999999998,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-subjects",9,74,849439672,"discrete","NBI","C","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,6,6,0.589999999999975,0,6.58999999999997,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-base",9,75,1288610910,"discrete","NBI","C","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.63,1.63,0.289999999999964,0,1.91999999999996,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-visits",9,76,637127223,"continuous","NO","N","n_visits",100,8,5,800,TRUE,FALSE,TRUE,TRUE,TRUE,0.610000000000014,0.610000000000014,0.5,0,1.11000000000001,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-smooth_basis",9,77,1083124504,"continuous","NO","N","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.449999999999989,0.449999999999989,0.160000000000025,0,0.610000000000014,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-base",9,78,641922462,"continuous","NO","N","none",100,4,5,400,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,0.5,0.170000000000016,0,0.670000000000016,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"discrete-smooth_basis",9,79,763005880,"discrete","NBI","C","smooth_k",100,4,10,400,TRUE,FALSE,TRUE,TRUE,TRUE,1.88,1.88,0.240000000000009,0,2.12,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
"continuous-subjects",9,80,669003010,"continuous","NO","N","n_subjects",250,4,5,1000,TRUE,FALSE,TRUE,TRUE,TRUE,0.639999999999986,0.639999999999986,0.420000000000016,0,1.06,"fit_only","none","none",0,"",,3,"3d9dbdbc9e18eed28d48bff56e934da9ad275c0721b3a34da978270ed9d6078a","66c45aca4c6364aa9f4aef2ff55620d81066a6e52c6244ce9c79080a3c702ccd","83d3ba28f026f0da30222a6eaaf2e4ebff3c34671fc223f6b548bc2258f15f05","f526e1de16f5ea19e66cbae9174dc234f9abac79e7336c0bf327852e4e4b6035","d1d25888250d2abea0ebd9f495f7ff7775a959400ee52189bc87ffcf003eb797","scenario-key-v1",20260528,"94ad1cdabf4ca3f8ab36f997b8497ca632f225a35a4cf2f154dbd9915d1f66f0","652ed1b3e77dee5925b0a015f16b96dcc25f2d77","dirty","R version 4.4.1 (2024-06-14 ucrt)","x86_64-w64-mingw32","Windows 10 x64 x86-64","AMD64 Family 25 Model 116 Stepping 1, AuthenticAMD","standalone_or_unverified","gamlss.longitudinal=0.1.0;gamlss=5.4.22;gamlss.dist=6.1.1;mgcv=1.9.1;digest=0.6.36"
