"scenario","n","d","rep","model","parameter","s1","smooth_hat","smooth_true"
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.05,-0.0594712846076403,-0.133901324913069
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.06,-0.0500135376457215,-0.11830099864248
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.07,-0.0405982371445587,-0.10297458579171
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.08,-0.0312361482992453,-0.0879348431696164
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.09,-0.0219385281965779,-0.0731942446761535
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.1,-0.0127229054426277,-0.0587649689921358
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.11,-0.00359696111853545,-0.0446588875603512
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.12,0.005412565752671,-0.0308875528698806
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.13,0.0143209399879423,-0.0174621870551856
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.14,0.0230917118433385,-0.00439367082121678
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.15,0.0317169920313099,0.00830746729452853
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.16,0.0401838138487894,0.0206310613124014
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.17,0.048483404779034,0.0325673178431966
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.18,0.0565978724346273,0.044106825753044
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.19,0.0645299086544699,0.055240565451063
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.2,0.0722486819531335,0.0659599177906087
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.21,0.0797461061250279,0.0762566725753297
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.22,0.0870271929155014,0.0861230366616402
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.23,0.0940595574874853,0.0955516416496119
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.24,0.100836427262114,0.104535551154696
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.25,0.107345448679076,0.113068267653095
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.26,0.113573344478274,0.121143738894038
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.27,0.119500351410964,0.128756363872617
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.28,0.125120301767144,0.135900998357306
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.29,0.130412632488944,0.142572959966697
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.3,0.135355010904392,0.14876803279044
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.31,0.139946480991295,0.154482471549843
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.32,0.144163198213609,0.159713005294007
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.33,0.147970626553603,0.164456840627863
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.34,0.151402403015478,0.168711664468909
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.35,0.154404152871088,0.17247564632995
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.36,0.156956478180405,0.175747440125566
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.37,0.159086605978389,0.178526185500532
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.38,0.160758868847052,0.18081150867889
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.39,0.161962284374224,0.182603522832818
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.4,0.162693740153141,0.183902827970943
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.41,0.162954642564626,0.184710510346205
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.42,0.162725162335026,0.185028141383857
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.43,0.162036972798298,0.184857776130657
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.44,0.160851957208889,0.184201951226786
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.45,0.159215033260347,0.183063682402491
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.46,0.157097881919814,0.18144646150192
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.47,0.154510107088388,0.179354253037097
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.48,0.151498504366818,0.176791490275426
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.49,0.148008686657607,0.173763070864592
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.5,0.144112880079639,0.170274351999171
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.51,0.139812037551616,0.16633114513373
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.52,0.135062179695514,0.161939710247622
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.53,0.129953251351832,0.157106749667138
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.54,0.124439793181881,0.151839401451125
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.55,0.118551249822568,0.146145232346583
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.56,0.112289206749359,0.140032230321198
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.57,0.105637153505574,0.13350879668018
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.58,0.0986984421201115,0.126583737775194
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.59,0.0913895618106915,0.119266256313551
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.6,0.0837635561142897,0.111565942276249
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.61,0.0758194204491947,0.103492763453817
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.62,0.0675698795742883,0.0950570556093092
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.63,0.0590319943602821,0.0862695122781584
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.64,0.0502375870372287,0.0771411742149436
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.65,0.0411805747873928,0.0676834184975002
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.66,0.0318839190919634,0.057907947299117
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.67,0.0223775564989437,0.0478267763399046
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.68,0.0126706971126234,0.0374522230287292
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.69,0.00278633917294725,0.0267968943074191
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.7,-0.00724945439885077,0.0158736742092329
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.71,-0.0174555619653009,0.00469571114387557
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.72,-0.0277244790968995,-0.00672359507839471
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.73,-0.0381269884474425,-0.0183706064707613
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.74,-0.0486222120544078,-0.0302314603288967
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.75,-0.0592000724213593,-0.0422920829117761
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.76,-0.0698556881737477,-0.0545382033307625
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.77,-0.0805900814642155,-0.0669553676332503
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.78,-0.0913987360197432,-0.0795289530669703
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.79,-0.102291145100477,-0.0922441825108828
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.8,-0.113267742516833,-0.10508613905841
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.81,-0.124337710891548,-0.118039780738624
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.82,-0.135513109473062,-0.131089955360852
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.83,-0.146790943667794,-0.144221415468067
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.84,-0.158182037674427,-0.157418833384277
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.85,-0.169707445294948,-0.170666816341098
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.86,-0.181348328350045,-0.183949921668556
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.87,-0.193128706359528,-0.197252672035138
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.88,-0.205039166513026,-0.210559570722046
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.89,-0.217085495489581,-0.223855116916594
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.9,-0.229253101768299,-0.237123821009634
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.91,-0.241527447002042,-0.250350219881933
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.92,-0.253927864061143,-0.2635188921644
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.93,-0.266445053027484,-0.276614473457123
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.94,-0.279019514002168,-0.289621671492168
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.95,-0.29168155416657,-0.302525281225209
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.96,-0.304399808130771,-0.315310199841068
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.97,-0.317156543959822,-0.327961441658366
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.98,-0.329935936182877,-0.34046415291859
"n500_d4",500,4,95,"gamlss.longitudinal","theta",0.99,-0.342726735905661,-0.352803626444951
"n500_d4",500,4,95,"gamlss.longitudinal","theta",1,-0.354815221155683,-0.364965316156597
"n500_d4",500,4,95,"gamlss2","mu",0,-0.0434866546649605,8.15367795041445e-18
"n500_d4",500,4,95,"gamlss2","mu",0.01,-0.0100777921126333,0.0345347857411224
"n500_d4",500,4,95,"gamlss2","mu",0.02,0.0233647055528688,0.0689332784603674
"n500_d4",500,4,95,"gamlss2","mu",0.03,0.0569188564058055,0.103059723022149
"n500_d4",500,4,95,"gamlss2","mu",0.04,0.0906801331220849,0.13677943794067
"n500_d4",500,4,95,"gamlss2","mu",0.05,0.124740613015619,0.169959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.06,0.159164638457168,0.202468503976573
"n500_d4",500,4,95,"gamlss2","mu",0.07,0.193975844148177,0.23417861036079
"n500_d4",500,4,95,"gamlss2","mu",0.08,0.229152264803167,0.264964520755943
"n500_d4",500,4,95,"gamlss2","mu",0.09,0.264630511691742,0.294704737238448
"n500_d4",500,4,95,"gamlss2","mu",0.1,0.300284172336098,0.32328188876086
"n500_d4",500,4,95,"gamlss2","mu",0.11,0.33590503279596,0.350583194361779
"n500_d4",500,4,95,"gamlss2","mu",0.12,0.371239574804292,0.376500908260779
"n500_d4",500,4,95,"gamlss2","mu",0.13,0.405978788851157,0.400932745081776
"n500_d4",500,4,95,"gamlss2","mu",0.14,0.439764559497136,0.423782283526684
"n500_d4",500,4,95,"gamlss2","mu",0.15,0.472201911656533,0.444959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.16,0.502877101166284,0.464380359026108
"n500_d4",500,4,95,"gamlss2","mu",0.17,0.531362233416668,0.481968674024125
"n500_d4",500,4,95,"gamlss2","mu",0.18,0.557225980470259,0.497654878856311
"n500_d4",500,4,95,"gamlss2","mu",0.19,0.580050073392887,0.511377067238538
"n500_d4",500,4,95,"gamlss2","mu",0.2,0.599448683107726,0.523081083962334
"n500_d4",500,4,95,"gamlss2","mu",0.21,0.615103657449878,0.532720738620747
"n500_d4",500,4,95,"gamlss2","mu",0.22,0.626771917056044,0.540257987900779
"n500_d4",500,4,95,"gamlss2","mu",0.23,0.634295927649647,0.545663085722963
"n500_d4",500,4,95,"gamlss2","mu",0.24,0.637621942776151,0.548914700635549
"n500_d4",500,4,95,"gamlss2","mu",0.25,0.636787135140319,0.55
"n500_d4",500,4,95,"gamlss2","mu",0.26,0.631923080921169,0.548914700635549
"n500_d4",500,4,95,"gamlss2","mu",0.27,0.623254496480079,0.545663085722963
"n500_d4",500,4,95,"gamlss2","mu",0.28,0.611067766068956,0.540257987900779
"n500_d4",500,4,95,"gamlss2","mu",0.29,0.595676359350717,0.532720738620747
"n500_d4",500,4,95,"gamlss2","mu",0.3,0.577420246497513,0.523081083962335
"n500_d4",500,4,95,"gamlss2","mu",0.31,0.556662589899152,0.511377067238538
"n500_d4",500,4,95,"gamlss2","mu",0.32,0.533771037901015,0.497654878856311
"n500_d4",500,4,95,"gamlss2","mu",0.33,0.509105989601456,0.481968674024125
"n500_d4",500,4,95,"gamlss2","mu",0.34,0.483007240187296,0.464380359026108
"n500_d4",500,4,95,"gamlss2","mu",0.35,0.455785068386856,0.444959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.36,0.427707667551213,0.423782283526684
"n500_d4",500,4,95,"gamlss2","mu",0.37,0.399000198639664,0.400932745081776
"n500_d4",500,4,95,"gamlss2","mu",0.38,0.369838417299049,0.376500908260779
"n500_d4",500,4,95,"gamlss2","mu",0.39,0.340353018868514,0.350583194361779
"n500_d4",500,4,95,"gamlss2","mu",0.4,0.310615515645807,0.32328188876086
"n500_d4",500,4,95,"gamlss2","mu",0.41,0.280642404114356,0.294704737238448
"n500_d4",500,4,95,"gamlss2","mu",0.42,0.250417175427026,0.264964520755944
"n500_d4",500,4,95,"gamlss2","mu",0.43,0.219896987359089,0.23417861036079
"n500_d4",500,4,95,"gamlss2","mu",0.44,0.189023993577271,0.202468503976573
"n500_d4",500,4,95,"gamlss2","mu",0.45,0.157734071564533,0.169959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.46,0.125974800451753,0.13677943794067
"n500_d4",500,4,95,"gamlss2","mu",0.47,0.0937222135243569,0.103059723022149
"n500_d4",500,4,95,"gamlss2","mu",0.48,0.0609771161818005,0.0689332784603675
"n500_d4",500,4,95,"gamlss2","mu",0.49,0.0277685853907929,0.0345347857411225
"n500_d4",500,4,95,"gamlss2","mu",0.5,-0.0058386632330194,7.55070274106452e-17
"n500_d4",500,4,95,"gamlss2","mu",0.51,-0.0397531127537855,-0.0345347857411223
"n500_d4",500,4,95,"gamlss2","mu",0.52,-0.073850762163542,-0.0689332784603674
"n500_d4",500,4,95,"gamlss2","mu",0.53,-0.107973091146325,-0.103059723022149
"n500_d4",500,4,95,"gamlss2","mu",0.54,-0.1419409527757,-0.13677943794067
"n500_d4",500,4,95,"gamlss2","mu",0.55,-0.175558751509349,-0.169959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.56,-0.208618069509165,-0.202468503976573
"n500_d4",500,4,95,"gamlss2","mu",0.57,-0.240896591793772,-0.23417861036079
"n500_d4",500,4,95,"gamlss2","mu",0.58,-0.272166923823563,-0.264964520755943
"n500_d4",500,4,95,"gamlss2","mu",0.59,-0.302207086639688,-0.294704737238448
"n500_d4",500,4,95,"gamlss2","mu",0.6,-0.330814247857382,-0.32328188876086
"n500_d4",500,4,95,"gamlss2","mu",0.61,-0.357806656443027,-0.350583194361779
"n500_d4",500,4,95,"gamlss2","mu",0.62,-0.383033488317931,-0.376500908260779
"n500_d4",500,4,95,"gamlss2","mu",0.63,-0.406388196641367,-0.400932745081776
"n500_d4",500,4,95,"gamlss2","mu",0.64,-0.427809705967597,-0.423782283526684
"n500_d4",500,4,95,"gamlss2","mu",0.65,-0.447272691352655,-0.444959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.66,-0.464797862314411,-0.464380359026108
"n500_d4",500,4,95,"gamlss2","mu",0.67,-0.480452330358351,-0.481968674024125
"n500_d4",500,4,95,"gamlss2","mu",0.68,-0.494324081887804,-0.497654878856311
"n500_d4",500,4,95,"gamlss2","mu",0.69,-0.506514509167342,-0.511377067238538
"n500_d4",500,4,95,"gamlss2","mu",0.7,-0.517133075699114,-0.523081083962334
"n500_d4",500,4,95,"gamlss2","mu",0.71,-0.526284723870559,-0.532720738620747
"n500_d4",500,4,95,"gamlss2","mu",0.72,-0.534062339495041,-0.540257987900779
"n500_d4",500,4,95,"gamlss2","mu",0.73,-0.540545528143247,-0.545663085722963
"n500_d4",500,4,95,"gamlss2","mu",0.74,-0.545767348504572,-0.548914700635549
"n500_d4",500,4,95,"gamlss2","mu",0.75,-0.549709976425433,-0.55
"n500_d4",500,4,95,"gamlss2","mu",0.76,-0.552312362212501,-0.548914700635549
"n500_d4",500,4,95,"gamlss2","mu",0.77,-0.553472718647136,-0.545663085722963
"n500_d4",500,4,95,"gamlss2","mu",0.78,-0.553054392419909,-0.540257987900779
"n500_d4",500,4,95,"gamlss2","mu",0.79,-0.550895572566388,-0.532720738620747
"n500_d4",500,4,95,"gamlss2","mu",0.8,-0.546820431761722,-0.523081083962335
"n500_d4",500,4,95,"gamlss2","mu",0.81,-0.540645467972124,-0.511377067238538
"n500_d4",500,4,95,"gamlss2","mu",0.82,-0.532187435944952,-0.497654878856311
"n500_d4",500,4,95,"gamlss2","mu",0.83,-0.521274324195604,-0.481968674024125
"n500_d4",500,4,95,"gamlss2","mu",0.84,-0.507750391789715,-0.464380359026109
"n500_d4",500,4,95,"gamlss2","mu",0.85,-0.491491426080126,-0.444959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.86,-0.472434392321186,-0.423782283526684
"n500_d4",500,4,95,"gamlss2","mu",0.87,-0.450560325785039,-0.400932745081776
"n500_d4",500,4,95,"gamlss2","mu",0.88,-0.425896586775143,-0.376500908260779
"n500_d4",500,4,95,"gamlss2","mu",0.89,-0.398516249623479,-0.350583194361779
"n500_d4",500,4,95,"gamlss2","mu",0.9,-0.368533506116235,-0.32328188876086
"n500_d4",500,4,95,"gamlss2","mu",0.91,-0.336089953485476,-0.294704737238448
"n500_d4",500,4,95,"gamlss2","mu",0.92,-0.301366933791328,-0.264964520755943
"n500_d4",500,4,95,"gamlss2","mu",0.93,-0.264613031660275,-0.23417861036079
"n500_d4",500,4,95,"gamlss2","mu",0.94,-0.226121955990695,-0.202468503976573
"n500_d4",500,4,95,"gamlss2","mu",0.95,-0.186213108036001,-0.169959346906221
"n500_d4",500,4,95,"gamlss2","mu",0.96,-0.145224736750045,-0.13677943794067
"n500_d4",500,4,95,"gamlss2","mu",0.97,-0.103498902037594,-0.103059723022149
"n500_d4",500,4,95,"gamlss2","mu",0.98,-0.0613399139777827,-0.0689332784603676
"n500_d4",500,4,95,"gamlss2","mu",0.99,-0.0189689447089999,-0.0345347857411223
"n500_d4",500,4,95,"gamlss2","mu",1,0.0234759795676839,-1.26553020970047e-16
"n500_d4",500,4,95,"gamlss2","sigma",0,0.583764548994825,0.280529702970297
"n500_d4",500,4,95,"gamlss2","sigma",0.01,0.519818353350935,0.280927721498779
"n500_d4",500,4,95,"gamlss2","sigma",0.02,0.456270046126141,0.28012411336464
"n500_d4",500,4,95,"gamlss2","sigma",0.03,0.394079634939284,0.278125878188904
"n500_d4",500,4,95,"gamlss2","sigma",0.04,0.334502502027434,0.274944651308886
"n500_d4",500,4,95,"gamlss2","sigma",0.05,0.278960269220064,0.270596657858843
"n500_d4",500,4,95,"gamlss2","sigma",0.06,0.228904913787479,0.265102648736772
"n500_d4",500,4,95,"gamlss2","sigma",0.07,0.185640569868078,0.258487818710103
"n500_d4",500,4,95,"gamlss2","sigma",0.08,0.150226855081005,0.250781706983456
"n500_d4",500,4,95,"gamlss2","sigma",0.09,0.123463322413836,0.242018080620902
"n500_d4",500,4,95,"gamlss2","sigma",0.1,0.105714094131516,0.232234801282781
"n500_d4",500,4,95,"gamlss2","sigma",0.11,0.0967550494555496,0.221473675803034
"n500_d4",500,4,95,"gamlss2","sigma",0.12,0.0960256222599876,0.20978029119672
"n500_d4",500,4,95,"gamlss2","sigma",0.13,0.102533315046844,0.197203834748904
"n500_d4",500,4,95,"gamlss2","sigma",0.14,0.114893568536695,0.183796899894904
"n500_d4",500,4,95,"gamlss2","sigma",0.15,0.131416538385706,0.169615278658039
"n500_d4",500,4,95,"gamlss2","sigma",0.16,0.150243831120334,0.154717741463996
"n500_d4",500,4,95,"gamlss2","sigma",0.17,0.169359778359905,0.139165805200812
"n500_d4",500,4,95,"gamlss2","sigma",0.18,0.186675483178677,0.123023490439819
"n500_d4",500,4,95,"gamlss2","sigma",0.19,0.200153269677193,0.1063570687757
"n500_d4",500,4,95,"gamlss2","sigma",0.2,0.207927357400586,0.0892348012827813
"n500_d4",500,4,95,"gamlss2","sigma",0.21,0.208518373516893,0.0717266691197535
"n500_d4",500,4,95,"gamlss2","sigma",0.22,0.200883913694566,0.0539040973460145
"n500_d4",500,4,95,"gamlss2","sigma",0.23,0.184477194306208,0.0358396730395883
"n500_d4",500,4,95,"gamlss2","sigma",0.24,0.159342876203699,0.0176068588290911
"n500_d4",500,4,95,"gamlss2","sigma",0.25,0.12602090544325,-0.000720297029702949
"n500_d4",500,4,95,"gamlss2","sigma",0.26,0.0855378134744473,-0.019067452888497
"n500_d4",500,4,95,"gamlss2","sigma",0.27,0.0393572124860175,-0.0373602670989943
"n500_d4",500,4,95,"gamlss2","sigma",0.28,-0.0107969520109532,-0.0555246914054204
"n500_d4",500,4,95,"gamlss2","sigma",0.29,-0.0631165516762875,-0.0734872631791594
"n500_d4",500,4,95,"gamlss2","sigma",0.3,-0.115777908962861,-0.0911753953421872
"n500_d4",500,4,95,"gamlss2","sigma",0.31,-0.167019162579725,-0.108517662835106
"n500_d4",500,4,95,"gamlss2","sigma",0.32,-0.215171237427001,-0.125444084499225
"n500_d4",500,4,95,"gamlss2","sigma",0.33,-0.258719854342476,-0.141886399260218
"n500_d4",500,4,95,"gamlss2","sigma",0.34,-0.29642549812291,-0.157778335523402
"n500_d4",500,4,95,"gamlss2","sigma",0.35,-0.327355906062601,-0.173055872717445
"n500_d4",500,4,95,"gamlss2","sigma",0.36,-0.350963507121802,-0.18765749395431
"n500_d4",500,4,95,"gamlss2","sigma",0.37,-0.367045732351735,-0.20152442880831
"n500_d4",500,4,95,"gamlss2","sigma",0.38,-0.375762735138911,-0.214600885256126
"n500_d4",500,4,95,"gamlss2","sigma",0.39,-0.377572028680351,-0.22683426986244
"n500_d4",500,4,95,"gamlss2","sigma",0.4,-0.373276470273257,-0.238175395342187
"n500_d4",500,4,95,"gamlss2","sigma",0.41,-0.363970021519843,-0.248578674680307
"n500_d4",500,4,95,"gamlss2","sigma",0.42,-0.350887248536969,-0.258002301042862
"n500_d4",500,4,95,"gamlss2","sigma",0.43,-0.335337207927474,-0.266408412769509
"n500_d4",500,4,95,"gamlss2","sigma",0.44,-0.318624060357893,-0.273763242796178
"n500_d4",500,4,95,"gamlss2","sigma",0.45,-0.301973947485451,-0.280037251918249
"n500_d4",500,4,95,"gamlss2","sigma",0.46,-0.286411377331524,-0.285205245368292
"n500_d4",500,4,95,"gamlss2","sigma",0.47,-0.272625910774253,-0.28924647224831
"n500_d4",500,4,95,"gamlss2","sigma",0.48,-0.261086584983853,-0.292144707424046
"n500_d4",500,4,95,"gamlss2","sigma",0.49,-0.252060579217762,-0.293888315558184
"n500_d4",500,4,95,"gamlss2","sigma",0.5,-0.245591067771067,-0.294470297029703
"n500_d4",500,4,95,"gamlss2","sigma",0.51,-0.241572851031381,-0.293888315558184
"n500_d4",500,4,95,"gamlss2","sigma",0.52,-0.239746697424991,-0.292144707424046
"n500_d4",500,4,95,"gamlss2","sigma",0.53,-0.239707836115552,-0.28924647224831
"n500_d4",500,4,95,"gamlss2","sigma",0.54,-0.240977703876564,-0.285205245368292
"n500_d4",500,4,95,"gamlss2","sigma",0.55,-0.243033151005201,-0.280037251918249
"n500_d4",500,4,95,"gamlss2","sigma",0.56,-0.245332891549425,-0.273763242796178
"n500_d4",500,4,95,"gamlss2","sigma",0.57,-0.247341784233591,-0.266408412769509
"n500_d4",500,4,95,"gamlss2","sigma",0.58,-0.248556989442781,-0.258002301042862
"n500_d4",500,4,95,"gamlss2","sigma",0.59,-0.248534823197318,-0.248578674680307
"n500_d4",500,4,95,"gamlss2","sigma",0.6,-0.246947866539186,-0.238175395342187
"n500_d4",500,4,95,"gamlss2","sigma",0.61,-0.243559266894118,-0.22683426986244
"n500_d4",500,4,95,"gamlss2","sigma",0.62,-0.238229058219806,-0.214600885256126
"n500_d4",500,4,95,"gamlss2","sigma",0.63,-0.230921657745128,-0.20152442880831
"n500_d4",500,4,95,"gamlss2","sigma",0.64,-0.221684232605885,-0.18765749395431
"n500_d4",500,4,95,"gamlss2","sigma",0.65,-0.210607838184245,-0.173055872717445
"n500_d4",500,4,95,"gamlss2","sigma",0.66,-0.197806822290586,-0.157778335523402
"n500_d4",500,4,95,"gamlss2","sigma",0.67,-0.183399768865946,-0.141886399260218
"n500_d4",500,4,95,"gamlss2","sigma",0.68,-0.167492711733042,-0.125444084499225
"n500_d4",500,4,95,"gamlss2","sigma",0.69,-0.150161494441173,-0.108517662835106
"n500_d4",500,4,95,"gamlss2","sigma",0.7,-0.131435559988913,-0.0911753953421872
"n500_d4",500,4,95,"gamlss2","sigma",0.71,-0.111309129470223,-0.0734872631791595
"n500_d4",500,4,95,"gamlss2","sigma",0.72,-0.0897524495023103,-0.0555246914054204
"n500_d4",500,4,95,"gamlss2","sigma",0.73,-0.0667357981006544,-0.0373602670989943
"n500_d4",500,4,95,"gamlss2","sigma",0.74,-0.042257847088397,-0.0190674528884969
"n500_d4",500,4,95,"gamlss2","sigma",0.75,-0.0163680167987801,-0.000720297029703023
"n500_d4",500,4,95,"gamlss2","sigma",0.76,0.0108174022357872,0.0176068588290909
"n500_d4",500,4,95,"gamlss2","sigma",0.77,0.0391000475514234,0.0358396730395883
"n500_d4",500,4,95,"gamlss2","sigma",0.78,0.0681916836528593,0.0539040973460143
"n500_d4",500,4,95,"gamlss2","sigma",0.79,0.0977238011883901,0.0717266691197535
"n500_d4",500,4,95,"gamlss2","sigma",0.8,0.127267408032629,0.0892348012827812
"n500_d4",500,4,95,"gamlss2","sigma",0.81,0.156326955280427,0.106357068775701
"n500_d4",500,4,95,"gamlss2","sigma",0.82,0.184335955822413,0.123023490439819
"n500_d4",500,4,95,"gamlss2","sigma",0.83,0.210688968365892,0.139165805200812
"n500_d4",500,4,95,"gamlss2","sigma",0.84,0.234775626290803,0.154717741463996
"n500_d4",500,4,95,"gamlss2","sigma",0.85,0.256019180899864,0.169615278658039
"n500_d4",500,4,95,"gamlss2","sigma",0.86,0.273932813478227,0.183796899894904
"n500_d4",500,4,95,"gamlss2","sigma",0.87,0.288110082892407,0.197203834748904
"n500_d4",500,4,95,"gamlss2","sigma",0.88,0.298244323047859,0.20978029119672
"n500_d4",500,4,95,"gamlss2","sigma",0.89,0.304138889248111,0.221473675803034
"n500_d4",500,4,95,"gamlss2","sigma",0.9,0.30570247109009,0.232234801282781
"n500_d4",500,4,95,"gamlss2","sigma",0.91,0.30291940148665,0.242018080620902
"n500_d4",500,4,95,"gamlss2","sigma",0.92,0.295891711644715,0.250781706983456
"n500_d4",500,4,95,"gamlss2","sigma",0.93,0.284928056293181,0.258487818710103
"n500_d4",500,4,95,"gamlss2","sigma",0.94,0.270483386342589,0.265102648736772
"n500_d4",500,4,95,"gamlss2","sigma",0.95,0.253102261905707,0.270596657858843
"n500_d4",500,4,95,"gamlss2","sigma",0.96,0.233419698598763,0.274944651308886
"n500_d4",500,4,95,"gamlss2","sigma",0.97,0.21213177958444,0.278125878188904
"n500_d4",500,4,95,"gamlss2","sigma",0.98,0.189884767730422,0.28012411336464
"n500_d4",500,4,95,"gamlss2","sigma",0.99,0.167164123534496,0.280927721498779
"n500_d4",500,4,95,"gamlss2","sigma",1,0.144277788316861,0.280529702970297
"n500_d4",500,4,96,"gamlss.longitudinal","mu",0,-0.000491652702844214,8.15367795041445e-18
"n500_d4",500,4,96,"gamlss.longitudinal","mu",0.01,0.0305695341105992,0.0345347857411224
"n500_d4",500,4,96,"gamlss.longitudinal","mu",0.02,0.062558756628882,0.0689332784603674
