"scenario","model","n","d","parameter","rep","bias_abs_integrated","irmse","mean_logLik","mean_df"
"n500_d4","gamlss2",500,4,"mu",96,0.0314050066687254,0.0367377796785697,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",72,0.0413264723181609,0.0524024591841769,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",96,0.0833154406812319,0.0938760817085988,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",72,0.069440615088066,0.0835325972661408,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",48,0.0661439246727087,0.0786497225602564,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",97,0.0257142999083944,0.0347694746550208,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",73,0.030409034601591,0.0468840443546667,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",97,0.0852431333139052,0.102551256578422,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",73,0.0699424869269759,0.0902144374586885,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",49,0.036924741843896,0.0544686497274616,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",98,0.0240741701737655,0.0331629608816795,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",74,0.0305358685545011,0.0412255414110009,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",98,0.0397404078456092,0.0529757875123134,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",74,0.0624954247142623,0.0848259859642801,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",50,0.0484768074022096,0.0556393155559183,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",99,0.0363437707741916,0.0462105474916927,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",75,0.029747158348108,0.036341484616526,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",99,0.185509604652455,0.20571738145475,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",75,0.0575038171537223,0.0726030667959295,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",51,0.0708070577534066,0.0860623621162043,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",100,0.0299424031665007,0.0388369200176225,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"mu",76,0.0157948879758715,0.0202097077366967,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",100,0.0665307089632299,0.0801622090059529,-2295.71301571873,29.3501924229084
"n500_d4","gamlss2",500,4,"sigma",76,0.0661958846161193,0.0876252992850513,-2295.71301571873,29.3501924229084
