"generating_copula","tau_label","n_subject","rep","fit_id","margin_family","capability_registry_version","producer_sha256","package_source_sha256","configuration_sha256","stage","fitted_copula","correctly_specified","target_tau","n_time","seed","dataset_seed","attempted","success","converged","retained","stop_reason","failure_type","error","warnings","marginal_loglik","copula_loglik","joint_loglik","aic_joint","bic_joint","elapsed_sec","n_parameters","fitted_mu","fitted_sigma","mu_bias","sigma_bias","margin_param_rmse","mu_covered_95","sigma_covered_95","fitted_copula_tau","tau_abs_error","benchmark_mae","benchmark_rmse","benchmark_mean_bias","benchmark_mean_mae","benchmark_mean_rmse","benchmark_q90_mae","benchmark_neg_log_score","benchmark_upper_tail_error_90","benchmark_interval_coverage_95","benchmark_interval_width_95","benchmark_pit_ks_p_value","benchmark_pit_mean_abs_error","benchmark_tail_error_lower_05","benchmark_tail_error_upper_05","correct_joint_loglik","correct_copula_loglik","correct_tau_abs_error","correct_margin_param_rmse","correct_elapsed_sec","delta_joint_loglik_vs_correct","delta_copula_loglik_vs_correct","delta_tau_abs_error_vs_correct","delta_margin_rmse_vs_correct","delta_elapsed_sec_vs_correct"
"N","moderate",50,42,"gen-N__fit-C__tau-moderate__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21381143,21381136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-272.99520651857,4.18633610346753,-268.808870415102,543.617740830204,553.512692929848,6.78,3,1.97607661250611,0.539900312267242,-0.0239233874938867,0.0399003122672421,0.0328965301225379,TRUE,TRUE,0.150988391002528,0.0990116089974722,0.827576303261584,1.06590437218865,-0.0239233874938867,0.0239233874938867,0.0239233874938867,0.0662600537031661,1.36497603259285,0.00784410557850368,0.965,4.08215289593761,0.985312876441036,0.00182393213094956,-0.01,0,-265.681375169782,7.25176567118179,0.0473653368108471,0.0299159004432885,6.39,-3.12749524532001,-3.06542956771426,0.0516462721866251,0.0029806296792494,0.390000000000001
"C","moderate",50,42,"gen-C__fit-N__tau-moderate__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,21381236,21381243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-265.634332197097,8.92522751107331,-256.709104686023,519.418209372047,529.313161471691,8.74,3,2.04429971847946,0.487128230999322,0.044299718479456,-0.012871769000678,0.0326201432750216,TRUE,TRUE,0.214906351541057,0.0350936484589434,0.791085425791248,1.03387508246172,0.044299718479456,0.044299718479456,0.044299718479456,0.0384258440849385,1.32817166098548,0.00495093736659735,0.94,3.82658298427425,0.322369546759532,0.0114230759966066,-0.015,0.015,-249.632224944405,15.9967824396858,0.0115362346416951,0.0218273574081453,9.8,-7.076879741618,-7.07155492861249,0.0235574138172483,0.0107927858668763,-1.06
"C","moderate",50,42,"gen-C__fit-C__tau-moderate__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,21381243,21381243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-265.629007384091,15.9967824396858,-249.632224944405,505.264449888811,515.159401988455,9.8,3,2.02877273717294,0.488819809553374,0.0287727371729387,-0.0111801904466258,0.0218273574081453,TRUE,TRUE,0.261536234641695,0.0115362346416951,0.787980029529944,1.0338528301208,0.0287727371729387,0.0287727371729387,0.0287727371729387,0.017403812111406,1.32814503692046,0.00222360232467234,0.94,3.81020474215792,0.44664486295496,0.00670317455569847,-0.015,0.02,-249.632224944405,15.9967824396858,0.0115362346416951,0.0218273574081453,9.8,0,0,0,0,0
"N","high",50,42,"gen-N__fit-N__tau-high__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,21381137,21381137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-257.459913611917,68.3358387995459,-189.124074812371,384.248149624742,394.143101724386,6.78,3,2.0572384753323,0.464661340271082,0.0572384753322979,-0.0353386597289184,0.0475660799824957,TRUE,TRUE,0.571864286543581,0.0218642865435814,0.735242386075031,0.9222016252562,0.0572384753322979,0.0572384753322979,0.0572384753322979,0.00276684509504976,1.28729956805959,-0.000367502737022352,0.975,3.67950100974428,0.543641834659746,0.00549366683762709,-0.015,-0.01,-189.124074812371,68.3358387995459,0.0218642865435814,0.0475660799824957,6.78,0,0,0,0,0
"N","high",50,42,"gen-N__fit-C__tau-high__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,21381144,21381137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-257.899945293672,56.1091959577845,-201.790749335887,409.581498671775,419.476450771419,8.5,3,2.11451959333988,0.470845420537406,0.114519593339883,-0.0291545794625936,0.083560537224137,TRUE,TRUE,0.458653871174991,0.0913461288250094,0.741150308880704,0.923944074699343,0.114519593339883,0.114519593339883,0.114519593339883,0.107882596965173,1.28949972646836,0.0145841821867119,0.975,3.83050147369714,0.805761034304277,0.00956209834424487,-0.01,-0.02,-189.124074812371,68.3358387995459,0.0218642865435814,0.0475660799824957,6.78,-12.666674523516,-12.2266428417614,0.069481842281428,0.0359944572416413,1.72
"C","high",50,42,"gen-C__fit-N__tau-high__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21381237,21381244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-238.921470839941,45.2734332818384,-193.648037558103,393.296075116206,403.19102721585,8.38,3,1.99516535254088,0.422419045158422,-0.00483464745912277,-0.0775809548415777,0.0549644356388061,TRUE,FALSE,0.461835918907617,0.0881640810923834,0.667656969529123,0.863648340851181,-0.00483464745912277,0.00483464745912277,0.00483464745912277,0.217870801921595,1.19460735419971,-0.0291256251023445,0.95,3.25396655732652,0.995801937099583,0.000997749794912239,0.01,0.015,-189.118719775452,49.9026830953709,0.102446757149406,0.0478264825782351,9.45,-4.52931778265099,-4.6292498135325,-0.0142826760570226,0.007137953060571,-1.07
"C","high",50,42,"gen-C__fit-C__tau-high__n-50__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,21381244,21381244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-239.021402870822,49.9026830953709,-189.118719775452,384.237439550903,394.132391650547,9.45,3,2.0152762377026,0.434110839789338,0.015276237702595,-0.0658891602106619,0.0478264825782351,TRUE,FALSE,0.447553242850594,0.102446757149406,0.669854509188758,0.863754334842073,0.015276237702595,0.015276237702595,0.015276237702595,0.154383674876293,1.19510701435411,-0.0206850854206986,0.95,3.37497155897724,0.950721601467177,0.00518079154986256,0.005,0,-189.118719775452,49.9026830953709,0.102446757149406,0.0478264825782351,9.45,0,0,0,0,0
"N","moderate",150,42,"gen-N__fit-N__tau-moderate__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,21382136,21382136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-774.464380540663,28.8612090158558,-745.603171524807,1497.20634304961,1510.39713201526,7.12,3,1.88880838528292,0.509438523124173,-0.111191614717081,0.00943852312417293,0.0789071001309685,FALSE,TRUE,0.226394458536771,0.023605541463229,0.755396374911577,0.967640797990635,-0.111191614717081,0.111191614717081,0.111191614717081,0.161648180342414,1.29077396756777,-0.0190119666484801,0.955,3.69094188360192,0.991288306545215,0.00234157159713411,0.005,0,-745.603171524807,28.8612090158558,0.023605541463229,0.0789071001309685,7.12,0,0,0,0,0
"N","moderate",150,42,"gen-N__fit-C__tau-moderate__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21382143,21382136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-774.577043260546,17.057729415066,-757.51931384548,1521.03862769096,1534.22941665661,8.03,3,1.90190623790221,0.515651867332444,-0.098093762097788,0.0156518673324442,0.0702401847715745,FALSE,TRUE,0.158288060727481,0.0917119392725186,0.75706197901648,0.967633214461652,-0.098093762097788,0.098093762097788,0.098093762097788,0.12366977038071,1.29096173876758,-0.014554503338001,0.96,3.75997927309854,0.989906581116919,0.000183024320165093,-0.00166666666666667,-0.00833333333333334,-745.603171524807,28.8612090158558,0.023605541463229,0.0789071001309685,7.12,-11.9161423206731,-11.8034796007898,0.0681063978092896,-0.008666915359394,0.909999999999999
"C","moderate",150,42,"gen-C__fit-N__tau-moderate__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,21382236,21382243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-820.016223574349,34.0878922814883,-785.928331292861,1577.85666258572,1591.04745155137,10.4,3,1.9997393901431,0.526208135030289,-0.000260609856901795,0.0262081350302886,0.0185328662012026,TRUE,TRUE,0.249313717410516,0.000686282589484416,0.798721233305718,1.03050673864873,-0.000260609856901795,0.000260609856901795,0.000260609856901795,0.070232544609977,1.36669370595725,0.00851348872630975,0.945,4.03084752374659,0.637840439768151,0.00058132370692987,-0.005,-0.00333333333333333,-762.611467756283,57.5621924367292,0.000191022991848588,0.016866413763502,10.4,-23.316863536578,-23.4743001552409,0.000495259597635828,0.0016664524377006,0
"C","moderate",150,42,"gen-C__fit-C__tau-moderate__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,21382243,21382243,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-820.173660193012,57.5621924367292,-762.611467756283,1531.22293551257,1544.41372447821,10.4,3,1.98407620610801,0.517759071331825,-0.0159237938919858,0.0177590713318251,0.016866413763502,TRUE,TRUE,0.249808977008151,0.000191022991848588,0.796268062969984,1.03052110795719,-0.0159237938919858,0.0159237938919858,0.0159237938919858,0.0209404131240745,1.36695610032169,0.00254643599526161,0.936666666666667,3.93778072865303,0.724248932507614,0.00310751273385013,-0.00166666666666667,0.005,-762.611467756283,57.5621924367292,0.000191022991848588,0.016866413763502,10.4,0,0,0,0,0
"N","high",150,42,"gen-N__fit-N__tau-high__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,21382137,21382137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-766.703382313623,155.73615336488,-610.967228948743,1227.93445789749,1241.12524686313,8.23,3,1.97730801476794,0.481740336810351,-0.0226919852320644,-0.0182596631896492,0.0205954059631227,TRUE,TRUE,0.505234655828218,0.0447653441717822,0.740741411591698,0.941015793785862,-0.0226919852320644,0.0226919852320644,0.0226919852320644,0.0867102805448341,1.27783897052271,-0.0109042098687373,0.946666666666667,3.66177479112295,0.908065614737195,0.00494103471208052,0,0.00333333333333333,-610.967228948743,155.73615336488,0.0447653441717822,0.0205954059631227,8.23,0,0,0,0,0
"N","high",150,42,"gen-N__fit-C__tau-high__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,21382144,21382137,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-768.873992883515,131.483150817719,-637.390842065796,1280.78168413159,1293.97247309724,11.28,3,2.02663612348553,0.499646591359153,0.0266361234855292,-0.000353408640847153,0.018836241291773,TRUE,TRUE,0.429992942538497,0.120007057461503,0.748960027046709,0.943096440790257,0.0266361234855292,0.0266361234855292,0.0266361234855292,0.0435202184442343,1.28145665480586,0.00548981780267954,0.953333333333333,3.88718737229153,0.283244796954053,0.0151031484081333,-0.00666666666666667,-0.0116666666666667,-610.967228948743,155.73615336488,0.0447653441717822,0.0205954059631227,8.23,-26.423613117053,-24.253002547161,0.0752417132897208,-0.0017591646713497,3.05
"C","high",150,42,"gen-C__fit-N__tau-high__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21382237,21382244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-765.330170568273,170.890125762256,-594.440044806017,1194.88008961203,1208.07087857768,10.44,3,2.01978723528249,0.472481308410054,0.0197872352824908,-0.0275186915899462,0.0239667797894004,TRUE,TRUE,0.527460486937999,0.0225395130620012,0.746879097635511,0.946285428129383,0.0197872352824908,0.0197872352824908,0.0197872352824908,0.0421277808132019,1.27555028428046,-0.00545437236354596,0.95,3.67114882006877,0.133694510359012,0.0116594940956877,-0.0116666666666667,0.0116666666666667,-538.649930425776,226.735103305386,0.00177742997892694,0.0185163486034972,11.39,-55.790114380241,-55.84497754313,0.0207620830830743,0.0054504311859032,-0.950000000000001
"C","high",150,42,"gen-C__fit-C__tau-high__n-150__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,21382244,21382244,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-765.385033731162,226.735103305386,-538.649930425776,1083.29986085155,1096.4906498172,11.39,3,2.01404079547568,0.47789646196595,0.0140407954756769,-0.0221035380340495,0.0185163486034972,TRUE,TRUE,0.548222570021073,0.00177742997892694,0.745759641735087,0.946129761915906,0.0140407954756769,0.0140407954756769,0.0140407954756769,0.0367440360676574,1.27564172288527,-0.00471842987037063,0.95,3.70113194543892,0.202514820004468,0.00885879608831736,-0.0133333333333333,0.00833333333333333,-538.649930425776,226.735103305386,0.00177742997892694,0.0185163486034972,11.39,0,0,0,0,0
"N","moderate",500,42,"gen-N__fit-N__tau-moderate__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,21385636,21385636,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2618.67764975598,122.840856885602,-2495.83679287038,4997.67358574075,5014.47629311938,11.2,3,1.99538243485402,0.488681583271047,-0.00461756514597966,-0.0113184167289535,0.00864373950115399,TRUE,TRUE,0.253741740145605,0.00374174014560513,0.766976683679923,0.983146149299537,-0.00461756514597966,0.00461756514597966,0.00461756514597966,0.0382330033706308,1.30933882487799,-0.00481500877656782,0.9515,3.74647560034366,0.922003034413559,0.00111743962884941,-0.005,0.00149999999999999,-2495.83679287038,122.840856885602,0.00374174014560513,0.00864373950115399,11.2,0,0,0,0,0
"N","moderate",500,42,"gen-N__fit-C__tau-moderate__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21385643,21385636,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2619.16188296367,86.632380736518,-2532.52950222716,5071.05900445431,5087.86171183294,13.73,3,2.00746977363832,0.494889856233248,0.00746977363831736,-0.00511014376675228,0.00639965184695926,TRUE,TRUE,0.193941483328753,0.0560585166712466,0.768688928779512,0.983220343218169,0.00746977363831736,0.00746977363831736,0.00746977363831736,0.00138255185246061,1.30958094148184,-0.000173912978982949,0.954,3.8152004351501,0.721930769112744,0.00327228563256188,-0.0085,-0.001,-2495.83679287038,122.840856885602,0.00374174014560513,0.00864373950115399,11.2,-36.6927093567797,-36.208476149084,0.0523167765256415,-0.00224408765419473,2.53
"C","moderate",500,42,"gen-C__fit-N__tau-moderate__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.25,4,21385736,21385743,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2632.88038163507,103.840653574391,-2529.03972806068,5064.07945612136,5080.88216349999,16.25,3,2.03702381101518,0.482680908661839,0.0370238110151848,-0.0173190913381611,0.0289025388752242,TRUE,FALSE,0.236572251313643,0.0134277486863567,0.77618591569158,1.00020202623933,0.0370238110151848,0.0370238110151848,0.0370238110151848,0.0141452279567926,1.31644019081754,0.00182583092639188,0.95,3.77945369673662,0.135307927200224,0.00433980253393779,0,-5e-04,-2499.85796687074,133.24032238224,0.00754199713116649,0.0262592024767905,17.58,-29.1817611899401,-29.399668807849,0.00588575155519021,0.0026433363984337,-1.33
"C","moderate",500,42,"gen-C__fit-C__tau-moderate__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.25,4,21385743,21385743,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2633.09828925298,133.24032238224,-2499.85796687074,5005.71593374147,5022.5186411201,17.58,3,2.03503107092824,0.487674599436342,0.0350310709282424,-0.0123254005636576,0.0262592024767905,TRUE,TRUE,0.242458002868834,0.00754199713116649,0.775941756771028,1.00019159669245,0.0350310709282424,0.0350310709282424,0.0350310709282424,0.0246103392917054,1.31654914462649,0.00315664538817151,0.9515,3.8133441787974,0.260482355880624,0.00279210751399872,-0.0045,-0.001,-2499.85796687074,133.24032238224,0.00754199713116649,0.0262592024767905,17.58,0,0,0,0,0
"N","high",500,42,"gen-N__fit-N__tau-high__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.55,4,21385637,21385637,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2595.5507879306,611.528830794848,-1984.02195713575,3974.0439142715,3990.84662165012,12.95,3,2.0022674460649,0.480983539616453,0.00226744606490392,-0.0190164603835474,0.0135419178327199,TRUE,TRUE,0.537338971584817,0.0126610284151832,0.759106829957807,0.954161426762724,0.00226744606490392,0.00226744606490392,0.00226744606490392,0.0476898415846096,1.2977753939653,-0.00607193999232902,0.951,3.70238770643044,0.685083083890648,0.000547875034049683,-0.004,-0.001,-1984.02195713575,611.528830794848,0.0126610284151832,0.0135419178327199,12.95,0,0,0,0,0
"N","high",500,42,"gen-N__fit-C__tau-high__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.55,4,21385644,21385637,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2603.60893157273,467.485239603635,-2136.1236919691,4278.24738393819,4295.05009131682,18.48,3,2.07535802242987,0.497431578747509,0.0753580224298656,-0.00256842125249135,0.0533171095065663,TRUE,TRUE,0.427160425384591,0.122839574615409,0.769409353385887,0.957261540729721,0.0753580224298656,0.0753580224298656,0.0753580224298656,0.118662652451857,1.30180446578637,0.0152956421761069,0.96,3.96368567446357,0.0152361354387072,0.0174195385750928,-0.0045,-0.014,-1984.02195713575,611.528830794848,0.0126610284151832,0.0135419178327199,12.95,-152.10173483335,-144.043591191213,0.110178546200226,0.0397751916738464,5.53
"C","high",500,42,"gen-C__fit-N__tau-high__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",FALSE,0.55,4,21385737,21385744,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2685.9423524601,620.455263491503,-2065.4870889686,4136.9741779372,4153.77688531582,16.03,3,2.01040123450586,0.506764239809369,0.0104012345058586,0.00676423980936924,0.00877327246369676,TRUE,TRUE,0.539994854063495,0.0100051459365049,0.793763661936213,1.01379084466334,0.0104012345058586,0.0104012345058586,0.0104012345058586,0.035730697549861,1.34297117623005,0.0044429973861303,0.9535,3.9087631921437,0.965643039557703,0.00123288198833327,-5e-04,-0.00700000000000001,-1847.07718364834,838.818572474665,0.013150986197855,0.00542626178214845,15.35,-218.40990532026,-218.363308983162,-0.0031458402613501,0.00334701068154831,0.680000000000001
"C","high",500,42,"gen-C__fit-C__tau-high__n-500__rep-042","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",TRUE,0.55,4,21385744,21385744,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-2685.89575612301,838.818572474665,-1847.07718364834,3700.15436729669,3716.95707467531,15.35,3,2.00347999644336,0.506839463327705,0.00347999644335939,0.00683946332770458,0.00542626178214845,TRUE,TRUE,0.563150986197855,0.013150986197855,0.792746097770625,1.01376705903895,0.00347999644335939,0.00347999644335939,0.00347999644335939,0.0243110477235948,1.3429478780615,0.00301434926512323,0.954,3.89586119396191,0.979823435331498,0.000642718829324429,-0.001,-0.00700000000000001,-1847.07718364834,838.818572474665,0.013150986197855,0.00542626178214845,15.35,0,0,0,0,0
"N","moderate",50,43,"gen-N__fit-N__tau-moderate__n-50__rep-043","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","N",TRUE,0.25,4,21391136,21391136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-252.656889823586,12.6814080374877,-239.975481786098,485.950963572196,495.84591567184,6.56,3,1.88311257539534,0.489162784622927,-0.116887424604665,-0.0108372153770729,0.0830063710441561,TRUE,TRUE,0.245496307786874,0.00450369221312649,0.72333824758612,0.955423833258235,-0.116887424604665,0.116887424604665,0.116887424604665,0.222803103675963,1.26328444911793,-0.0265638130186981,0.92,3.539029652405,0.805983089070906,0.000741550993806461,0,0.005,-239.975481786098,12.6814080374877,0.00450369221312649,0.0830063710441561,6.56,0,0,0,0,0
"N","moderate",50,43,"gen-N__fit-C__tau-moderate__n-50__rep-043","GA",2026.2,"0fa1a467e29948be41e17fb3fd417fa13f3f9795b76bbf7a60e56908c2a5a009","22d15cda7336c26b4873842d66c4b58eebcc4ec0b52e40b0e1efc76d2c746e67","bc7ab963a38fe68782c615956c83e07fcb6783d2a900d82a5b38971bb0c6add4","full","C",FALSE,0.25,4,21391143,21391136,TRUE,TRUE,TRUE,TRUE,"converged","none",NA,NA,-252.648445110261,14.2049346006415,-238.443510509619,482.887021019239,492.781973118883,7.08,3,1.89802787304902,0.495789410213751,-0.101972126950977,-0.00421058978624916,0.0721666257395139,TRUE,TRUE,0.241088647632964,0.00891135236703625,0.725973055080971,0.955276089230649,-0.101972126950977,0.101972126950977,0.101972126950977,0.181109314474882,1.2632422255513,-0.0216427506802294,0.92,3.61350686399824,0.808609358985421,0.00234576349796578,0,0.005,-239.975481786098,12.6814080374877,0.00450369221312649,0.0830063710441561,6.56,1.531971276479,1.5235265631538,0.00440766015390976,-0.0108397453046422,0.52
