"scenario","n","d","rep","model","parameter","s1","smooth_hat","smooth_true"
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0840687321033329,0.273107752953266,0.302676247562912
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0848741959780455,0.276840739767562,0.305076798261177
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0853490466251969,0.279033782464543,0.306488659980625
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0871201734989882,0.287162946337949,0.311732542071228
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0880840979516506,0.291553488000422,0.314571636030543
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0885360632091761,0.293603902189128,0.31589918605223
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0901393480598927,0.300834902262003,0.320589524764546
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0936604076996446,0.316480070555321,0.330784461941891
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0950155928730965,0.322414517170769,0.334668736115866
"n500_d4_nbi_signal2",500,4,1,"ours_rs_joint","mu",0.0994343250058591,0.341423217504927,0.347176669933066
